3	1.311462e-02	2.131371e-04	3.071730e-07
5	3.288856e-03	1.358071e-05	9.149755e-09
7	1.462570e-03	2.792269e-06	5.045489e-08
9	8.228330e-04	8.253153e-07	9.149755e-09
11	5.266575e-04	4.080828e-07	9.149755e-09
13	3.657250e-04	1.696642e-07	6.875440e-08
15	2.688078e-04	1.100595e-07	5.045489e-08
17	2.057461e-04	1.100595e-07	9.149755e-09
19	1.625923e-04	9.149755e-09	6.875440e-08
21	1.315979e-04	5.045489e-08	6.875440e-08
23	1.087693e-04	9.149755e-09	6.875440e-08
25	9.148398e-05	9.149755e-09	6.875440e-08
27	7.795373e-05	5.045489e-08	9.149755e-09
29	6.728449e-05	9.149755e-09	6.875440e-08
31	5.846301e-05	5.045489e-08	1.100595e-07
33	5.142966e-05	9.149755e-09	5.045489e-08
35	4.546919e-05	5.045489e-08	5.045489e-08
37	4.052201e-05	9.149755e-09	9.149755e-09
39	3.646889e-05	6.875440e-08	9.149755e-09
41	3.295222e-05	5.045489e-08	6.875440e-08
43	2.991238e-05	9.149755e-09	5.045489e-08
45	2.717057e-05	5.045489e-08	1.283590e-07
47	2.484599e-05	9.149755e-09	9.149755e-09
49	2.293864e-05	5.045489e-08	6.875440e-08
51	2.121010e-05	9.149755e-09	5.045489e-08
53	1.942196e-05	6.875440e-08	9.149755e-09
55	1.822987e-05	5.045489e-08	5.045489e-08
57	1.697817e-05	9.149755e-09	9.149755e-09
59	1.560727e-05	1.100595e-07	9.149755e-09
61	1.453438e-05	5.045489e-08	9.149755e-09
63	1.393834e-05	6.875440e-08	6.875440e-08
65	1.304427e-05	1.696642e-07	5.045489e-08
67	1.209059e-05	1.283590e-07	6.875440e-08
69	1.143494e-05	1.879637e-07	1.283590e-07
71	1.066008e-05	6.875440e-08	9.149755e-09
73	1.018324e-05	6.875440e-08	5.045489e-08
75	9.646803e-06	1.100595e-07	5.045489e-08
77	9.169966e-06	9.149755e-09	1.696642e-07
79	8.633524e-06	6.875440e-08	6.875440e-08
81	8.216291e-06	1.879637e-07	1.100595e-07
83	7.799059e-06	1.696642e-07	6.875440e-08
85	7.381826e-06	9.149755e-09	1.100595e-07
87	7.322222e-06	6.875440e-08	1.283590e-07
89	6.904989e-06	6.875440e-08	6.875440e-08
91	6.428152e-06	9.149755e-09	5.045489e-08
93	6.428152e-06	5.045489e-08	1.696642e-07
95	6.070524e-06	1.879637e-07	9.149755e-09
97	5.832105e-06	9.149755e-09	6.875440e-08
99	5.355268e-06	6.875440e-08	5.045489e-08
101	5.176454e-06	5.045489e-08	5.045489e-08
103	4.997640e-06	9.149755e-09	2.292688e-07
105	4.878431e-06	6.875440e-08	2.292688e-07
107	4.759222e-06	1.879637e-07	6.875440e-08
109	4.341989e-06	6.875440e-08	2.292688e-07
111	4.580408e-06	1.283590e-07	9.149755e-09
113	4.222780e-06	9.149755e-09	5.045489e-08
115	4.163175e-06	9.149755e-09	5.045489e-08
117	3.924757e-06	5.045489e-08	1.100595e-07
119	3.567129e-06	6.875440e-08	6.875440e-08
121	3.865152e-06	2.292688e-07	6.875440e-08
123	3.686338e-06	1.100595e-07	1.283590e-07
125	3.209501e-06	2.475683e-07	6.875440e-08
127	3.209501e-06	5.045489e-08	5.045489e-08
129	3.149896e-06	1.283590e-07	9.149755e-09
131	2.792269e-06	1.283590e-07	5.045489e-08
133	3.030687e-06	5.045489e-08	2.292688e-07
135	2.911478e-06	1.100595e-07	5.045489e-08
137	2.792269e-06	2.292688e-07	5.045489e-08
139	2.971082e-06	2.475683e-07	9.149755e-09
141	2.613455e-06	1.283590e-07	1.283590e-07
143	2.673059e-06	6.875440e-08	9.149755e-09
145	2.553850e-06	1.696642e-07	6.875440e-08
147	2.315431e-06	1.100595e-07	1.696642e-07
149	2.434641e-06	9.149755e-09	5.045489e-08
151	2.196222e-06	1.879637e-07	1.283590e-07
153	2.136617e-06	1.879637e-07	2.292688e-07
155	2.196222e-06	4.080828e-07	1.696642e-07
157	2.136617e-06	1.696642e-07	9.149755e-09
159	2.255827e-06	2.292688e-07	9.149755e-09
161	1.838594e-06	2.292688e-07	1.696642e-07
163	2.077013e-06	1.283590e-07	2.475683e-07
165	1.778990e-06	1.100595e-07	1.879637e-07
167	1.600176e-06	6.875440e-08	5.045489e-08
169	1.898199e-06	1.696642e-07	1.283590e-07
171	1.898199e-06	1.100595e-07	1.696642e-07
173	1.838594e-06	1.696642e-07	5.045489e-08
175	1.600176e-06	9.149755e-09	9.149755e-09
177	1.600176e-06	5.045489e-08	3.071730e-07
179	1.540571e-06	1.879637e-07	5.045489e-08
181	1.719385e-06	2.292688e-07	6.875440e-08
183	1.600176e-06	5.045489e-08	1.879637e-07
185	1.659780e-06	9.149755e-09	9.149755e-09
187	1.719385e-06	1.283590e-07	1.696642e-07
189	1.540571e-06	9.149755e-09	9.149755e-09
191	1.480966e-06	1.283590e-07	1.100595e-07
193	1.361757e-06	9.149755e-09	1.696642e-07
195	1.182943e-06	1.283590e-07	1.100595e-07
197	1.480966e-06	1.100595e-07	3.484781e-07
199	1.242548e-06	5.045489e-08	9.149755e-09
201	8.849199e-07	3.071730e-07	1.283590e-07
203	1.123338e-06	1.696642e-07	1.100595e-07
205	1.361757e-06	3.484781e-07	1.283590e-07
207	1.421362e-06	5.045489e-08	2.292688e-07
209	1.063734e-06	9.149755e-09	1.100595e-07
211	1.421362e-06	6.875440e-08	6.875440e-08
213	1.480966e-06	5.045489e-08	5.045489e-08
215	1.242548e-06	9.149755e-09	1.283590e-07
217	1.123338e-06	1.283590e-07	1.879637e-07
219	8.253153e-07	2.292688e-07	9.149755e-09
221	1.004129e-06	2.292688e-07	2.888735e-07
223	8.253153e-07	1.100595e-07	9.149755e-09
225	1.063734e-06	9.149755e-09	3.071730e-07
227	1.242548e-06	6.875440e-08	6.875440e-08
229	1.004129e-06	1.100595e-07	2.292688e-07
231	8.253153e-07	6.875440e-08	1.696642e-07
233	1.063734e-06	1.879637e-07	6.875440e-08
235	1.123338e-06	1.696642e-07	5.045489e-08
237	1.004129e-06	2.475683e-07	6.875440e-08
239	1.004129e-06	1.696642e-07	1.696642e-07
241	9.445246e-07	2.475683e-07	3.484781e-07
243	7.657106e-07	1.100595e-07	3.071730e-07
245	5.868967e-07	1.283590e-07	2.292688e-07
247	7.061060e-07	5.045489e-08	1.283590e-07
249	9.445246e-07	2.888735e-07	5.045489e-08
251	8.849199e-07	1.100595e-07	1.100595e-07
253	6.465013e-07	9.149755e-09	2.292688e-07
255	9.445246e-07	2.292688e-07	2.292688e-07
257	1.182943e-06	1.879637e-07	9.149755e-09
259	1.063734e-06	1.283590e-07	5.045489e-08
261	7.657106e-07	2.292688e-07	6.875440e-08
263	7.657106e-07	9.149755e-09	1.283590e-07
265	8.253153e-07	5.045489e-08	1.283590e-07
267	1.123338e-06	1.696642e-07	1.879637e-07
269	8.253153e-07	1.283590e-07	1.100595e-07
271	1.063734e-06	3.071730e-07	1.879637e-07
273	7.657106e-07	5.045489e-08	5.045489e-08
275	5.868967e-07	5.045489e-08	1.696642e-07
277	1.063734e-06	5.045489e-08	1.100595e-07
279	5.272920e-07	5.045489e-08	2.292688e-07
281	1.182943e-06	2.292688e-07	4.080828e-07
283	5.868967e-07	3.484781e-07	3.484781e-07
285	5.868967e-07	1.100595e-07	4.080828e-07
287	4.676874e-07	2.292688e-07	5.045489e-08
289	5.272920e-07	4.263823e-07	1.696642e-07
291	6.465013e-07	1.100595e-07	2.888735e-07
293	5.272920e-07	6.875440e-08	1.100595e-07
295	1.004129e-06	1.100595e-07	9.149755e-09
297	4.676874e-07	6.875440e-08	3.071730e-07
299	4.676874e-07	5.045489e-08	1.283590e-07
301	7.657106e-07	6.875440e-08	5.045489e-08
303	3.484781e-07	1.696642e-07	6.875440e-08
305	6.465013e-07	9.149755e-09	6.875440e-08
307	1.696642e-07	3.484781e-07	1.696642e-07
309	8.253153e-07	6.875440e-08	5.045489e-08
311	4.080828e-07	6.875440e-08	1.696642e-07
313	4.676874e-07	4.080828e-07	2.292688e-07
315	1.123338e-06	2.475683e-07	9.149755e-09
317	5.272920e-07	6.875440e-08	1.283590e-07
319	4.080828e-07	1.696642e-07	2.888735e-07
321	4.080828e-07	1.100595e-07	1.879637e-07
323	4.080828e-07	2.475683e-07	5.045489e-08
325	4.676874e-07	1.283590e-07	6.875440e-08
327	4.676874e-07	1.696642e-07	6.875440e-08
329	6.465013e-07	1.283590e-07	1.879637e-07
331	6.465013e-07	9.149755e-09	5.045489e-08
333	7.657106e-07	9.149755e-09	3.484781e-07
335	2.888735e-07	2.888735e-07	4.263823e-07
337	8.253153e-07	2.475683e-07	1.696642e-07
339	3.484781e-07	2.888735e-07	1.283590e-07
341	1.100595e-07	6.875440e-08	9.149755e-09
343	5.868967e-07	1.100595e-07	6.875440e-08
345	5.045489e-08	5.045489e-08	9.149755e-09
347	4.080828e-07	1.100595e-07	2.292688e-07
349	4.080828e-07	5.272920e-07	6.875440e-08
351	2.292688e-07	1.100595e-07	2.475683e-07
353	2.888735e-07	9.149755e-09	1.283590e-07
355	3.484781e-07	4.080828e-07	2.475683e-07
357	4.080828e-07	5.272920e-07	1.879637e-07
359	5.868967e-07	2.475683e-07	5.045489e-08
361	2.888735e-07	9.149755e-09	5.045489e-08
363	3.484781e-07	2.292688e-07	1.879637e-07
365	7.657106e-07	3.667776e-07	4.263823e-07
367	2.888735e-07	1.696642e-07	1.879637e-07
369	4.080828e-07	2.888735e-07	1.283590e-07
371	2.888735e-07	3.484781e-07	6.465013e-07
373	5.045489e-08	2.292688e-07	3.484781e-07
375	1.696642e-07	1.696642e-07	1.283590e-07
377	3.484781e-07	4.676874e-07	6.875440e-08
379	6.875440e-08	2.292688e-07	9.149755e-09
381	1.100595e-07	3.667776e-07	7.061060e-07
383	3.484781e-07	6.875440e-08	6.875440e-08
385	4.080828e-07	1.696642e-07	1.100595e-07
387	2.888735e-07	1.696642e-07	2.292688e-07
389	4.676874e-07	2.888735e-07	2.292688e-07
391	5.045489e-08	9.149755e-09	2.888735e-07
393	1.696642e-07	1.100595e-07	2.888735e-07
395	6.465013e-07	1.696642e-07	1.696642e-07
397	1.696642e-07	1.283590e-07	6.875440e-08
399	1.100595e-07	6.875440e-08	2.292688e-07
401	2.475683e-07	1.283590e-07	1.283590e-07
403	2.888735e-07	1.696642e-07	5.045489e-08
405	4.080828e-07	5.045489e-08	4.263823e-07
407	2.292688e-07	5.045489e-08	5.045489e-08
409	6.465013e-07	5.045489e-08	5.045489e-08
411	3.484781e-07	9.149755e-09	9.149755e-09
413	1.100595e-07	5.455916e-07	1.879637e-07
415	3.484781e-07	1.283590e-07	4.263823e-07
417	2.292688e-07	1.100595e-07	1.283590e-07
419	2.292688e-07	2.475683e-07	2.292688e-07
421	6.875440e-08	9.149755e-09	1.879637e-07
423	9.149755e-09	1.100595e-07	2.292688e-07
425	6.875440e-08	2.888735e-07	9.149755e-09
427	2.292688e-07	9.149755e-09	2.292688e-07
429	1.100595e-07	1.879637e-07	5.045489e-08
431	5.045489e-08	3.071730e-07	2.475683e-07
433	1.100595e-07	4.080828e-07	2.475683e-07
435	4.676874e-07	2.475683e-07	1.283590e-07
437	9.149755e-09	1.879637e-07	4.080828e-07
439	5.045489e-08	4.859869e-07	3.071730e-07
441	2.292688e-07	6.051962e-07	3.484781e-07
443	9.149755e-09	2.475683e-07	3.071730e-07
445	3.484781e-07	2.292688e-07	9.149755e-09
447	3.484781e-07	3.071730e-07	6.875440e-08
449	4.676874e-07	1.696642e-07	1.283590e-07
451	4.676874e-07	1.100595e-07	1.100595e-07
453	1.696642e-07	2.292688e-07	4.859869e-07
455	1.696642e-07	5.045489e-08	1.696642e-07
457	3.484781e-07	2.292688e-07	5.045489e-08
459	2.292688e-07	2.888735e-07	6.875440e-08
461	5.272920e-07	2.475683e-07	2.475683e-07
463	5.045489e-08	4.263823e-07	2.888735e-07
465	3.484781e-07	6.875440e-08	2.888735e-07
467	1.696642e-07	9.149755e-09	2.888735e-07
469	4.080828e-07	1.879637e-07	2.292688e-07
471	2.888735e-07	1.283590e-07	3.484781e-07
473	2.888735e-07	1.283590e-07	1.696642e-07
475	5.045489e-08	4.859869e-07	1.879637e-07
477	1.879637e-07	1.696642e-07	1.100595e-07
479	1.100595e-07	1.283590e-07	4.263823e-07
481	1.696642e-07	4.676874e-07	6.875440e-08
483	2.292688e-07	1.696642e-07	2.475683e-07
485	4.080828e-07	2.475683e-07	4.859869e-07
487	9.149755e-09	9.149755e-09	9.149755e-09
489	2.292688e-07	5.045489e-08	1.100595e-07
491	2.475683e-07	1.283590e-07	1.283590e-07
493	1.100595e-07	5.045489e-08	1.283590e-07
495	2.888735e-07	6.875440e-08	6.875440e-08
497	9.149755e-09	1.100595e-07	3.484781e-07
499	5.045489e-08	2.888735e-07	1.696642e-07
501	5.868967e-07	2.475683e-07	2.475683e-07
