	2.5762107050733275E-40	1.9019448192651457E-11	9.649155949354298E-11	2.7282244553727555E-10	6.036478116094031E-10	1.162210633752706E-9	2.0408810883813053E-9	3.3512130241266145E-9	5.221868838664683E-9	7.793767334992844E-9	1.1211952648981873E-8	1.5613973265128848E-8	2.1115005293156557E-8	2.779052990811263E-8	3.565801945594228E-8	4.465969967697106E-8	5.464890675015913E-8	6.538270862095986E-8	7.652319351313697E-8	8.764908494318436E-8	9.827815021608057E-8	1.0789936057620945E-7	1.1601216473148846E-7	1.2216884385718723E-7	1.2601501946034626E-7	1.273232140847855E-7	1.2601501946034626E-7	1.2216884385718723E-7	1.1601216473148846E-7	1.0789936057620945E-7	9.827815021608057E-8	8.764908494318436E-8	7.652319351313697E-8	6.538270862095986E-8	5.464890675015913E-8	4.465969967697106E-8	3.565801945594228E-8	2.779052990811263E-8	2.1115005293156557E-8	1.5613973265128848E-8	1.1211952648981873E-8	7.793767334992844E-9	5.221868838664683E-9	3.3512130241266145E-9	2.0408810883813053E-9	1.162210633752706E-9	6.036478116094031E-10	2.7282244553727555E-10	9.649155949354298E-11	1.9019448192651457E-11	
	1.9019448192651457E-11	1.017628440980599E-10	2.9559376709800484E-10	6.677833296964013E-10	1.3098120136108323E-9	2.341081079534152E-9	3.911280699329594E-9	6.20045540029246E-9	9.415698202756792E-9	1.3783427766884703E-8	1.9536417199168102E-8	2.6895195308991375E-8	3.604414699877188E-8	4.7103566376353266E-8	6.009996887776971E-8	7.493798638744593E-8	9.137793905919228E-8	1.090234670755767E-7	1.273232140847855E-7	1.45589371626078E-7	1.630339554660961E-7	1.7882120051867673E-7	1.921318068843492E-7	2.0223243108642003E-7	2.0854229150899505E-7	2.1068843709098863E-7	2.0854229150899505E-7	2.0223243108642003E-7	1.921318068843492E-7	1.7882120051867673E-7	1.630339554660961E-7	1.45589371626078E-7	1.273232140847855E-7	1.090234670755767E-7	9.137793905919228E-8	7.493798638744593E-8	6.009996887776971E-8	4.7103566376353266E-8	3.604414699877188E-8	2.6895195308991375E-8	1.9536417199168102E-8	1.3783427766884703E-8	9.415698202756792E-9	6.20045540029246E-9	3.911280699329594E-9	2.341081079534152E-9	1.3098120136108323E-9	6.677833296964013E-10	2.9559376709800484E-10	1.017628440980599E-10	
	9.649155949354298E-11	2.9559376709800484E-10	6.903414416309719E-10	1.3893196883797353E-9	2.538958643307389E-9	4.329310131315214E-9	6.997772456828578E-9	1.0829264613193811E-8	1.6151161969493144E-8	2.332131762710387E-8	3.2707804224509346E-8	4.465969967697106E-8	5.946934095470187E-8	7.732793986441373E-8	9.827815021608057E-8	1.2216884385718723E-7	1.4861865023329367E-7	1.7699535727276137E-7	2.064177198500573E-7	2.3578437723105196E-7	2.63831479107368E-7	2.8921658825640127E-7	3.106220750824192E-7	3.2686734598791254E-7	3.3701668544143935E-7	3.4046890432271984E-7	3.3701668544143935E-7	3.2686734598791254E-7	3.106220750824192E-7	2.8921658825640127E-7	2.63831479107368E-7	2.3578437723105196E-7	2.064177198500573E-7	1.7699535727276137E-7	1.4861865023329367E-7	1.2216884385718723E-7	9.827815021608057E-8	7.732793986441373E-8	5.946934095470187E-8	4.465969967697106E-8	3.2707804224509346E-8	2.332131762710387E-8	1.6151161969493144E-8	1.0829264613193811E-8	6.997772456828578E-9	4.329310131315214E-9	2.538958643307389E-9	1.3893196883797353E-9	6.903414416309719E-10	2.9559376709800484E-10	
	2.7282244553727555E-10	6.677833296964013E-10	1.3893196883797353E-9	2.6080708695135454E-9	4.552877068397792E-9	7.519723179351754E-9	1.18776224195436E-8	1.8069132144601104E-8	2.660287103709809E-8	3.8035384660407084E-8	5.294014192764741E-8	7.186247275661498E-8	9.526094397639433E-8	1.2343796543869266E-7	1.564651095485142E-7	1.9411132436203474E-7	2.357843772310528E-7	2.8049685974569344E-7	3.2686734598791254E-7	3.731644726796002E-7	4.1739682471599524E-7	4.574450619088049E-7	4.912256825317476E-7	5.16869488542311E-7	5.328935679198749E-7	5.383445512349875E-7	5.328935679198749E-7	5.16869488542311E-7	4.912256825317476E-7	4.574450619088049E-7	4.1739682471599524E-7	3.731644726796002E-7	3.2686734598791254E-7	2.8049685974569344E-7	2.357843772310528E-7	1.9411132436203474E-7	1.564651095485142E-7	1.2343796543869266E-7	9.526094397639433E-8	7.186247275661498E-8	5.294014192764741E-8	3.8035384660407084E-8	2.660287103709809E-8	1.8069132144601104E-8	1.18776224195436E-8	7.519723179351754E-9	4.552877068397792E-9	2.6080708695135454E-9	1.3893196883797353E-9	6.677833296964013E-10	
	6.036478116094031E-10	1.3098120136108323E-9	2.538958643307389E-9	4.552877068397792E-9	7.7014245716109E-9	1.2436269076512505E-8	1.9320173201331482E-8	2.9028319621342123E-8	4.233763506489641E-8	6.009996887776993E-8	8.319557080896165E-8	1.1246481413088497E-7	1.4861865023329367E-7	1.921318068843492E-7	2.431269504462423E-7	3.0126232983863225E-7	3.6563895402417337E-7	4.3474512766544063E-7	5.064552438680079E-7	5.780954963174316E-7	6.465816027009098E-7	7.086234719901376E-7	7.609805217982524E-7	8.007411459003187E-7	8.255928778305721E-7	8.340479258692591E-7	8.255928778305721E-7	8.007411459003187E-7	7.609805217982524E-7	7.086234719901376E-7	6.465816027009098E-7	5.780954963174316E-7	5.064552438680079E-7	4.3474512766544063E-7	3.6563895402417337E-7	3.0126232983863225E-7	2.431269504462423E-7	1.921318068843492E-7	1.4861865023329367E-7	1.1246481413088497E-7	8.319557080896165E-8	6.009996887776993E-8	4.233763506489641E-8	2.9028319621342123E-8	1.9320173201331482E-8	1.2436269076512505E-8	7.7014245716109E-9	4.552877068397792E-9	2.538958643307389E-9	1.3098120136108323E-9	
	1.162210633752706E-9	2.341081079534152E-9	4.329310131315214E-9	7.519723179351754E-9	1.2436269076512505E-8	1.9754931776774365E-8	3.031829494872562E-8	4.5138533027335214E-8	6.538270862095986E-8	9.233399620303047E-8	1.273232140847855E-7	1.7162719246030527E-7	2.2633426156913707E-7	2.9218247295993453E-7	3.693826442503407E-7	4.574450619088049E-7	5.550343767896486E-7	6.598803113108604E-7	7.687707464873052E-7	8.77647528307653E-7	9.81813792869541E-7	1.0762458443726522E-6	1.155984978388879E-6	1.2165684214443997E-6	1.2544473362893954E-6	1.2673366013008371E-6	1.2544473362893954E-6	1.2165684214443997E-6	1.155984978388879E-6	1.0762458443726522E-6	9.81813792869541E-7	8.77647528307653E-7	7.687707464873052E-7	6.598803113108604E-7	5.550343767896486E-7	4.574450619088049E-7	3.693826442503407E-7	2.9218247295993453E-7	2.2633426156913707E-7	1.7162719246030527E-7	1.273232140847855E-7	9.233399620303047E-8	6.538270862095986E-8	4.5138533027335214E-8	3.031829494872562E-8	1.9754931776774365E-8	1.2436269076512505E-8	7.519723179351754E-9	4.329310131315214E-9	2.341081079534152E-9	
	2.0408810883813053E-9	3.911280699329594E-9	6.997772456828578E-9	1.18776224195436E-8	1.9320173201331482E-8	3.031829494872562E-8	4.611100983042448E-8	6.818961030827178E-8	9.827815021608057E-8	1.3827863662286056E-7	1.9017218536654996E-7	2.5587039990702913E-7	3.3701668544143935E-7	4.3474512766544063E-7	5.494143747923576E-7	6.803443767311773E-7	8.255928778305721E-7	9.81813792869541E-7	1.1442386007481082E-6	1.3068129252295342E-6	1.4625031756794426E-6	1.6037640369775364E-6	1.7231302909373093E-6	1.8138710485854384E-6	1.870626629854921E-6	1.8899428256807952E-6	1.870626629854921E-6	1.8138710485854384E-6	1.7231302909373093E-6	1.6037640369775364E-6	1.4625031756794426E-6	1.3068129252295342E-6	1.1442386007481082E-6	9.81813792869541E-7	8.255928778305721E-7	6.803443767311773E-7	5.494143747923576E-7	4.3474512766544063E-7	3.3701668544143935E-7	2.5587039990702913E-7	1.9017218536654996E-7	1.3827863662286056E-7	9.827815021608057E-8	6.818961030827178E-8	4.611100983042448E-8	3.031829494872562E-8	1.9320173201331482E-8	1.18776224195436E-8	6.997772456828578E-9	3.911280699329594E-9	
	3.3512130241266145E-9	6.20045540029246E-9	1.0829264613193811E-8	1.8069132144601104E-8	2.9028319621342123E-8	4.5138533027335214E-8	6.818961030827178E-8	1.0034112475059585E-7	1.4409753136558288E-7	2.0223243108642003E-7	2.776485946322711E-7	3.731644726796002E-7	4.912256825317476E-7	6.335515194190575E-7	8.007411459003187E-7	9.91879930059422E-7	1.2042004988076022E-6	1.4328617360418275E-6	1.6709084005813104E-6	1.9094614191955465E-6	2.1381634330666203E-6	2.34586797621184E-6	2.5215190556736153E-6	2.655128731638812E-6	2.7387323613076755E-6	2.7671920239202377E-6	2.7387323613076755E-6	2.655128731638812E-6	2.5215190556736153E-6	2.34586797621184E-6	2.1381634330666203E-6	1.9094614191955465E-6	1.6709084005813104E-6	1.4328617360418275E-6	1.2042004988076022E-6	9.91879930059422E-7	8.007411459003187E-7	6.335515194190575E-7	4.912256825317476E-7	3.731644726796002E-7	2.776485946322711E-7	2.0223243108642003E-7	1.4409753136558288E-7	1.0034112475059585E-7	6.818961030827178E-8	4.5138533027335214E-8	2.9028319621342123E-8	1.8069132144601104E-8	1.0829264613193811E-8	6.20045540029246E-9	
	5.221868838664683E-9	9.415698202756792E-9	1.6151161969493144E-8	2.660287103709809E-8	4.233763506489641E-8	6.538270862095986E-8	9.827815021608057E-8	1.4409753136558288E-7	2.064177198500573E-7	2.8921658825640127E-7	3.9667858958013095E-7	5.328935679198749E-7	7.014450099813577E-7	9.049005115594263E-7	1.1442386007481082E-6	1.4182696635277407E-6	1.7231302909373074E-6	2.0519443613063266E-6	2.394744769291622E-6	2.7387323613076755E-6	3.0689117776548643E-6	3.369090396092371E-6	3.623164197885366E-6	3.816554942384803E-6	3.9376200096707E-6	3.978841384901118E-6	3.9376200096707E-6	3.816554942384803E-6	3.623164197885366E-6	3.369090396092371E-6	3.0689117776548643E-6	2.7387323613076755E-6	2.394744769291622E-6	2.0519443613063266E-6	1.7231302909373074E-6	1.4182696635277407E-6	1.1442386007481082E-6	9.049005115594263E-7	7.014450099813577E-7	5.328935679198749E-7	3.9667858958013095E-7	2.8921658825640127E-7	2.064177198500573E-7	1.4409753136558288E-7	9.827815021608057E-8	6.538270862095986E-8	4.233763506489641E-8	2.660287103709809E-8	1.6151161969493144E-8	9.415698202756792E-9	
	7.793767334992844E-9	1.3783427766884703E-8	2.332131762710387E-8	3.8035384660407084E-8	6.009996887776993E-8	9.233399620303047E-8	1.3827863662286056E-7	2.0223243108642003E-7	2.8921658825640127E-7	4.0483999376819265E-7	5.550343767896486E-7	7.456370913170548E-7	9.81813792869541E-7	1.2673366013008371E-6	1.6037640369775364E-6	1.9896036047955815E-6	2.419570294213801E-6	2.8840763214286275E-6	3.369090396092371E-6	3.856481520484973E-6	4.324909981144855E-6	4.7512504732597545E-6	5.112440375611855E-6	5.387557526629405E-6	5.559866706119906E-6	5.618550321917006E-6	5.559866706119906E-6	5.387557526629405E-6	5.112440375611855E-6	4.7512504732597545E-6	4.324909981144855E-6	3.856481520484973E-6	3.369090396092371E-6	2.8840763214286275E-6	2.419570294213801E-6	1.9896036047955815E-6	1.6037640369775364E-6	1.2673366013008371E-6	9.81813792869541E-7	7.456370913170548E-7	5.550343767896486E-7	4.0483999376819265E-7	2.8921658825640127E-7	2.0223243108642003E-7	1.3827863662286056E-7	9.233399620303047E-8	6.009996887776993E-8	3.8035384660407084E-8	2.332131762710387E-8	1.3783427766884703E-8	
