	5.576130799225496E-8	6.910514494765234E-8	8.49933777349547E-8	1.0372395609667695E-7	1.2557897366502605E-7	1.508087179462849E-7	1.7961360188384764E-7	2.1212470961593388E-7	2.483839799862342E-7	2.88325308275378E-7	3.3175803070099775E-7	3.783543296806585E-7	4.276420303590983E-7	4.790040344032817E-7	5.316852592987334E-7	5.848074467074299E-7	6.373916197325562E-7	6.883873698547835E-7	7.367076096497459E-7	7.812670010195444E-7	8.210220066813451E-7	8.550104347991088E-7	8.823884433203064E-7	9.024632066311101E-7	9.147197717179529E-7	9.188409909624245E-7	9.147197717179529E-7	9.024632066311101E-7	8.823884433203064E-7	8.550104347991088E-7	8.210220066813451E-7	7.812670010195444E-7	7.367076096497459E-7	6.883873698547835E-7	6.373916197325562E-7	5.848074467074299E-7	5.316852592987334E-7	4.790040344032817E-7	4.276420303590983E-7	3.783543296806585E-7	3.3175803070099775E-7	2.88325308275378E-7	2.483839799862342E-7	2.1212470961593388E-7	1.7961360188384764E-7	1.508087179462849E-7	1.2557897366502605E-7	1.0372395609667695E-7	8.49933777349547E-8	6.910514494765234E-8	
	6.910514494765234E-8	8.574724516252753E-8	1.0558149914660136E-7	1.289830413366195E-7	1.5630635543753107E-7	1.8786482715566478E-7	2.2390763738224114E-7	2.645949812781173E-7	3.0997297932544136E-7	3.5994997577504643E-7	4.1427614453221776E-7	4.725283910777734E-7	5.341024118635466E-7	5.982134314859509E-7	6.639065937837362E-7	7.300772796027884E-7	7.95500835381814E-7	8.58870417824431E-7	9.188409909624245E-7	9.740770396698592E-7	1.0233013436408377E-6	1.0653421999207033E-6	1.0991767558842216E-6	1.1239685457371566E-6	1.1390978200027945E-6	1.1441837304631335E-6	1.1390978200027945E-6	1.1239685457371566E-6	1.0991767558842216E-6	1.0653421999207033E-6	1.0233013436408377E-6	9.740770396698592E-7	9.188409909624245E-7	8.58870417824431E-7	7.95500835381814E-7	7.300772796027884E-7	6.639065937837362E-7	5.982134314859509E-7	5.341024118635466E-7	4.725283910777734E-7	4.1427614453221776E-7	3.5994997577504643E-7	3.0997297932544136E-7	2.645949812781173E-7	2.2390763738224114E-7	1.8786482715566478E-7	1.5630635543753107E-7	1.289830413366195E-7	1.0558149914660136E-7	8.574724516252753E-8	
	8.49933777349547E-8	1.0558149914660136E-7	1.301385753268402E-7	1.5913144544643202E-7	1.929998496569273E-7	2.3213038996923993E-7	2.768272062606611E-7	3.272806930740401E-7	3.8353607790171355E-7	4.4546409989500324E-7	5.127362956917161E-7	5.848074467074299E-7	6.609075180642041E-7	7.400449035342539E-7	8.210220066813451E-7	9.024632066311101E-7	9.82854191259095E-7	1.060590632218451E-6	1.134033369421523E-6	1.2015667856783622E-6	1.2616569505199042E-6	1.3129063905670344E-6	1.3541029243496413E-6	1.384260747891985E-6	1.4026527143402476E-6	1.4088333717089164E-6	1.4026527143402476E-6	1.384260747891985E-6	1.3541029243496413E-6	1.3129063905670344E-6	1.2616569505199042E-6	1.2015667856783622E-6	1.134033369421523E-6	1.060590632218451E-6	9.82854191259095E-7	9.024632066311101E-7	8.210220066813451E-7	7.400449035342539E-7	6.609075180642041E-7	5.848074467074299E-7	5.127362956917161E-7	4.4546409989500324E-7	3.8353607790171355E-7	3.272806930740401E-7	2.768272062606611E-7	2.3213038996923993E-7	1.929998496569273E-7	1.5913144544643202E-7	1.301385753268402E-7	1.0558149914660136E-7	
	1.0372395609667695E-7	1.289830413366195E-7	1.5913144544643202E-7	1.947430958468268E-7	2.3635611263487453E-7	2.844398641648305E-7	3.393580351414569E-7	4.0132948955903863E-7	4.7038935126819445E-7	5.463532513719478E-7	6.287880025804017E-7	7.16991961692591E-7	8.099879651153413E-7	9.065309486401014E-7	1.0051312345118473E-6	1.1040930980784453E-6	1.201566785678366E-6	1.295610854107021E-6	1.384260747891985E-6	1.4655990857024467E-6	1.5378232667577477E-6	1.5993066951539738E-6	1.6486510050605646E-6	1.6847279188984019E-6	1.7067105185091275E-6	1.7140945240620406E-6	1.7067105185091275E-6	1.6847279188984019E-6	1.6486510050605646E-6	1.5993066951539738E-6	1.5378232667577477E-6	1.4655990857024467E-6	1.384260747891985E-6	1.295610854107021E-6	1.201566785678366E-6	1.1040930980784453E-6	1.0051312345118473E-6	9.065309486401014E-7	8.099879651153413E-7	7.16991961692591E-7	6.287880025804017E-7	5.463532513719478E-7	4.7038935126819445E-7	4.0132948955903863E-7	3.393580351414569E-7	2.844398641648305E-7	2.3635611263487453E-7	1.947430958468268E-7	1.5913144544643202E-7	1.289830413366195E-7	
	1.2557897366502605E-7	1.5630635543753107E-7	1.929998496569273E-7	2.3635611263487453E-7	2.870242285141243E-7	3.45564295286747E-7	4.1240125925122783E-7	4.877763906141044E-7	5.716996176136874E-7	6.639065937837381E-7	7.638247233905568E-7	8.705522856622976E-7	9.82854191259095E-7	1.0991767558842216E-6	1.2176822592295543E-6	1.336302145509448E-6	1.4528057738691775E-6	1.5648799510781147E-6	1.670213374386158E-6	1.7665798019197368E-6	1.8519143362057402E-6	1.924378563040305E-6	1.9824121699112794E-6	2.024770686973499E-6	2.0505507204883715E-6	2.0592051189776232E-6	2.0505507204883715E-6	2.024770686973499E-6	1.9824121699112794E-6	1.924378563040305E-6	1.8519143362057402E-6	1.7665798019197368E-6	1.670213374386158E-6	1.5648799510781147E-6	1.4528057738691775E-6	1.336302145509448E-6	1.2176822592295543E-6	1.0991767558842216E-6	9.82854191259095E-7	8.705522856622976E-7	7.638247233905568E-7	6.639065937837381E-7	5.716996176136874E-7	4.877763906141044E-7	4.1240125925122783E-7	3.45564295286747E-7	2.870242285141243E-7	2.3635611263487453E-7	1.929998496569273E-7	1.5630635543753107E-7	
	1.508087179462849E-7	1.8786482715566478E-7	2.3213038996923993E-7	2.844398641648305E-7	3.45564295286747E-7	4.161595849249461E-7	4.967092086268973E-7	5.874645868677469E-7	6.883873698547835E-7	7.990987117256204E-7	9.188409909624245E-7	1.0464572081088103E-6	1.180392344166407E-6	1.3187192787985528E-6	1.4591895647539277E-6	1.5993066951539738E-6	1.736416867421259E-6	1.8678100917783348E-6	1.990823242839931E-6	2.1029366170311894E-6	2.2018568296443892E-6	2.2855812885886833E-6	2.3524425809509084E-6	2.4011342810209394E-6	2.4307222604242578E-6	2.4406469895170806E-6	2.4307222604242578E-6	2.4011342810209394E-6	2.3524425809509084E-6	2.2855812885886833E-6	2.2018568296443892E-6	2.1029366170311894E-6	1.990823242839931E-6	1.8678100917783348E-6	1.736416867421259E-6	1.5993066951539738E-6	1.4591895647539277E-6	1.3187192787985528E-6	1.180392344166407E-6	1.0464572081088103E-6	9.188409909624245E-7	7.990987117256204E-7	6.883873698547835E-7	5.874645868677469E-7	4.967092086268973E-7	4.161595849249461E-7	3.45564295286747E-7	2.844398641648305E-7	2.3213038996923993E-7	1.8786482715566478E-7	
	1.7961360188384764E-7	2.2390763738224114E-7	2.768272062606611E-7	3.393580351414569E-7	4.1240125925122783E-7	4.967092086268973E-7	5.928148494723436E-7	7.009591520352709E-7	8.210220066813451E-7	9.524633139314737E-7	1.0942812716019317E-6	1.2449944380843246E-6	1.4026527143402476E-6	1.5648799510781147E-6	1.728947634181053E-6	1.891875417725909E-6	2.0505507204883715E-6	2.2018568296443892E-6	2.3427975773914E-6	2.470607097038443E-6	2.5828355255128557E-6	2.6774054971665368E-6	2.752639176515155E-6	2.8072604387074653E-6	2.840380592002365E-6	2.8514778934811536E-6	2.840380592002365E-6	2.8072604387074653E-6	2.752639176515155E-6	2.6774054971665368E-6	2.5828355255128557E-6	2.470607097038443E-6	2.3427975773914E-6	2.2018568296443892E-6	2.0505507204883715E-6	1.891875417725909E-6	1.728947634181053E-6	1.5648799510781147E-6	1.4026527143402476E-6	1.2449944380843246E-6	1.0942812716019317E-6	9.524633139314737E-7	8.210220066813451E-7	7.009591520352709E-7	5.928148494723436E-7	4.967092086268973E-7	4.1240125925122783E-7	3.393580351414569E-7	2.768272062606611E-7	2.2390763738224114E-7	
	2.1212470961593388E-7	2.645949812781173E-7	3.272806930740401E-7	4.0132948955903863E-7	4.877763906141044E-7	5.874645868677469E-7	7.009591520352709E-7	8.284593359198216E-7	9.697168195934562E-7	1.1239685457371566E-6	1.2898931288989107E-6	1.4655990857024467E-6	1.6486510050605646E-6	1.8361363069454013E-6	2.024770686973499E-6	2.211035274157123E-6	2.391333746753228E-6	2.5621540867232165E-6	2.7202181752337758E-6	2.8626036268436314E-6	2.9868262360751977E-6	3.090877680160552E-6	3.173220624533948E-6	3.2327506529627338E-6	3.2687399415994224E-6	3.280780047664716E-6	3.2687399415994224E-6	3.2327506529627338E-6	3.173220624533948E-6	3.090877680160552E-6	2.9868262360751977E-6	2.8626036268436314E-6	2.7202181752337758E-6	2.5621540867232165E-6	2.391333746753228E-6	2.211035274157123E-6	2.024770686973499E-6	1.8361363069454013E-6	1.6486510050605646E-6	1.4655990857024467E-6	1.2898931288989107E-6	1.1239685457371566E-6	9.697168195934562E-7	8.284593359198216E-7	7.009591520352709E-7	5.874645868677469E-7	4.877763906141044E-7	4.0132948955903863E-7	3.272806930740401E-7	2.645949812781173E-7	
	2.483839799862342E-7	3.0997297932544136E-7	3.8353607790171355E-7	4.7038935126819445E-7	5.716996176136874E-7	6.883873698547835E-7	8.210220066813451E-7	9.697168195934562E-7	1.134033369421523E-6	1.3129063905670344E-6	1.5046007183337208E-6	1.7067105185091275E-6	1.9162080462410547E-6	2.1295442918851993E-6	2.3427975773914E-6	2.5518592455417233E-6	2.752639176515152E-6	2.941269284556145E-6	3.1142816103689718E-6	3.2687399415994224E-6	3.402310179123181E-6	3.5132641748349764E-6	3.60042291992402E-6	3.663055609674292E-6	3.7007589776225937E-6	3.7133445285981436E-6	3.7007589776225937E-6	3.663055609674292E-6	3.60042291992402E-6	3.5132641748349764E-6	3.402310179123181E-6	3.2687399415994224E-6	3.1142816103689718E-6	2.941269284556145E-6	2.752639176515152E-6	2.5518592455417233E-6	2.3427975773914E-6	2.1295442918851993E-6	1.9162080462410547E-6	1.7067105185091275E-6	1.5046007183337208E-6	1.3129063905670344E-6	1.134033369421523E-6	9.697168195934562E-7	8.210220066813451E-7	6.883873698547835E-7	5.716996176136874E-7	4.7038935126819445E-7	3.8353607790171355E-7	3.0997297932544136E-7	
	2.88325308275378E-7	3.5994997577504643E-7	4.4546409989500324E-7	5.463532513719478E-7	6.639065937837381E-7	7.990987117256204E-7	9.524633139314737E-7	1.1239685457371566E-6	1.3129063905670344E-6	1.5178104736306273E-6	1.736416867421259E-6	1.9656806693523066E-6	2.2018568296443892E-6	2.4406469895170806E-6	2.6774054971665368E-6	2.907388413167422E-6	3.126020784810335E-6	3.3291515859089505E-6	3.5132641748349764E-6	3.675614029100331E-6	3.8142749942249776E-6	3.928089239272803E-6	4.016532260307192E-6	4.0795195196723864E-6	4.117192389057812E-6	4.129725330734115E-6	4.117192389057812E-6	4.0795195196723864E-6	4.016532260307192E-6	3.928089239272803E-6	3.8142749942249776E-6	3.675614029100331E-6	3.5132641748349764E-6	3.3291515859089505E-6	3.126020784810335E-6	2.907388413167422E-6	2.6774054971665368E-6	2.4406469895170806E-6	2.2018568296443892E-6	1.9656806693523066E-6	1.736416867421259E-6	1.5178104736306273E-6	1.3129063905670344E-6	1.1239685457371566E-6	9.524633139314737E-7	7.990987117256204E-7	6.639065937837381E-7	5.463532513719478E-7	4.4546409989500324E-7	3.5994997577504643E-7	
