1	   0.000
2	-177.783
3	 -15.618
4	 -27.052
5	 -13.935
6	  -7.396
7	 -14.684
8	 -18.267
9	 -10.367
10	  -5.544
11	  -3.798
12	  -1.227
13	  -4.836
14	  -6.789
15	  -7.087
16	  -7.828
17	  -4.769
18	  -2.728
19	  -1.706
20	  -0.411
21	  -0.134
22	   0.416
23	   1.239
24	   1.989
25	   0.843
26	   0.206
27	   0.076
28	  -0.190
29	   0.052
30	   0.158
31	   0.128
32	   0.134
33	   0.158
34	   0.177
35	   0.191
36	   0.207
37	   0.218
38	   0.230
39	   0.244
40	   0.257
41	   0.265
42	   0.275
43	   0.286
44	   0.296
45	   0.308
46	   0.320
47	   0.331
48	   0.342
49	   0.359
50	   0.374
51	   0.388
52	   0.402
53	   0.415
54	   0.428
55	   0.441
56	   0.455
57	   0.467
58	   0.479
59	   0.492
60	   0.504
61	   0.517
62	   0.530
63	   0.543
64	   0.556
65	   0.615
66	   0.662
67	   0.697
68	   0.735
69	   0.760
70	   0.789
71	   0.821
72	   0.852
73	   0.871
74	   0.893
75	   0.918
76	   0.942
77	   0.970
78	   0.997
79	   1.023
80	   1.049
81	   1.063
82	   1.080
83	   1.100
84	   1.120
85	   1.143
86	   1.165
87	   1.186
88	   1.207
89	   1.232
90	   1.256
91	   1.279
92	   1.302
93	   1.324
94	   1.346
95	   1.369
96	   1.392
97	   1.430
98	   1.464
99	   1.494
100	   1.525
101	   1.552
102	   1.580
103	   1.609
104	   1.638
105	   1.663
106	   1.689
107	   1.716
108	   1.742
109	   1.770
110	   1.797
111	   1.824
112	   1.851
113	   1.874
114	   1.899
115	   1.924
116	   1.949
117	   1.975
118	   2.000
119	   2.026
120	   2.051
121	   2.078
122	   2.104
123	   2.130
124	   2.157
125	   2.182
126	   2.208
127	   2.234
128	   2.260
129	   2.412
130	   2.530
131	   2.615
132	   2.708
133	   2.768
134	   2.837
135	   2.914
136	   2.990
137	   3.031
138	   3.082
139	   3.142
140	   3.199
141	   3.265
142	   3.329
143	   3.391
144	   3.453
145	   3.481
146	   3.519
147	   3.565
148	   3.609
149	   3.662
150	   3.713
151	   3.761
152	   3.810
153	   3.868
154	   3.924
155	   3.977
156	   4.030
157	   4.082
158	   4.134
159	   4.186
160	   4.239
161	   4.257
162	   4.285
163	   4.322
164	   4.356
165	   4.400
166	   4.441
167	   4.479
168	   4.518
169	   4.567
170	   4.613
171	   4.656
172	   4.700
173	   4.742
174	   4.784
175	   4.827
176	   4.870
177	   4.921
178	   4.971
179	   5.018
180	   5.065
181	   5.110
182	   5.156
183	   5.203
184	   5.249
185	   5.293
186	   5.337
187	   5.383
188	   5.428
189	   5.473
190	   5.519
191	   5.564
192	   5.609
193	   5.699
194	   5.777
195	   5.843
196	   5.912
197	   5.970
198	   6.030
199	   6.094
200	   6.157
201	   6.208
202	   6.262
203	   6.319
204	   6.375
205	   6.435
206	   6.494
207	   6.552
208	   6.610
209	   6.656
210	   6.705
211	   6.758
212	   6.810
213	   6.865
214	   6.919
215	   6.972
216	   7.025
217	   7.082
218	   7.138
219	   7.193
220	   7.248
221	   7.302
222	   7.357
223	   7.412
224	   7.466
225	   7.509
226	   7.555
227	   7.604
228	   7.653
229	   7.704
230	   7.755
231	   7.804
232	   7.855
233	   7.908
234	   7.960
235	   8.012
236	   8.063
237	   8.114
238	   8.165
239	   8.217
240	   8.268
241	   8.322
242	   8.376
243	   8.429
244	   8.482
245	   8.534
246	   8.586
247	   8.639
248	   8.692
249	   8.743
250	   8.795
251	   8.847
252	   8.899
253	   8.952
254	   9.004
255	   9.056
256	   9.108
257	  15.079
258	  19.465
259	  22.264
260	  25.488
261	  27.126
262	  29.189
263	  31.678
264	  34.052
265	  34.840
266	  36.053
267	  37.692
268	  39.216
269	  41.165
270	  43.001
271	  44.722
272	  46.474
273	  46.640
274	  47.231
275	  48.247
276	  49.149
277	  50.477
278	  51.690
279	  52.789
280	  53.919
281	  55.474
282	  56.915
283	  58.242
284	  59.600
285	  60.843
286	  62.118
287	  63.422
288	  64.719
289	  64.430
290	  64.565
291	  65.126
292	  65.572
293	  66.444
294	  67.202
295	  67.846
296	  68.520
297	  69.619
298	  70.605
299	  71.476
300	  72.379
301	  73.167
302	  73.986
303	  74.835
304	  75.676
305	  76.942
306	  78.094
307	  79.133
308	  80.201
309	  81.156
310	  82.142
311	  83.158
312	  84.166
313	  85.060
314	  85.984
315	  86.939
316	  87.886
317	  88.863
318	  89.832
319	  90.793
320	  91.757
321	  91.134
322	  90.936
323	  91.163
324	  91.276
325	  91.814
326	  92.239
327	  92.549
328	  92.890
329	  93.656
330	  94.308
331	  94.846
332	  95.415
333	  95.870
334	  96.355
335	  96.871
336	  97.379
337	  98.311
338	  99.130
339	  99.835
340	 100.570
341	 101.192
342	 101.844
343	 102.527
344	 103.201
